Date,Close,High,Low,Open,Volume
2018-02-19,407.6000671386719,409.798553263164,401.68612126585737,404.9618661783807,8941900
2018-02-20,405.005859375,408.72131934944093,403.9945826995693,408.4794923183597,8458450
2018-02-21,408.63336181640625,410.0184004584889,405.4675382405737,408.919157384304,11917390
2018-02-22,406.4349060058594,409.3589027809596,404.52221528261697,405.4016156779068,11196908
2018-02-23,410.78790283203125,412.4367822130504,405.7313726619427,406.89656862590834,10610664
2018-02-26,412.74456787109375,415.4707061515473,411.82119892693214,412.8764735271878,8435611
2018-02-27,417.9329833984375,420.26337524552326,412.5906578294948,412.87645340376895,14021366
2018-02-28,419.7137451171875,420.83497242871914,414.7231682238602,415.9323326302963,56650480
2018-03-01,417.00958251953125,422.0661121264232,415.9323237783782,417.6031872490032,8956590
2018-03-05,406.3249816894531,417.7791123185467,405.2257385411593,414.6352728052159,12325694
2018-03-06,400.49896240234375,411.6453128884909,397.9707120301943,408.47948917870684,16019726
2018-03-07,391.2213134765625,399.7954152379052,390.47381880127335,399.7954152379052,15853546
2018-03-08,400.76275634765625,402.1038557909865,392.782259268476,394.6949204955266,13283967
2018-03-09,401.4882507324219,404.23637298120116,400.5868661651983,402.2797139318743,10638527
2018-03-12,409.0510559082031,410.28223395917274,403.44491926263026,404.5221780436031,8315150
2018-03-13,409.73260498046875,411.5573584635263,405.11578993817983,409.7545892549272,11148731
2018-03-14,408.50146484375,409.8205506904809,404.1704452784072,408.39154346914756,14724464
2018-03-15,400.91668701171875,408.6773714867615,400.1252530517518,406.7207121605015,12711836
2018-03-16,395.7502136230469,399.99329587911296,389.5944408403758,399.6854866939291,30814962
2018-03-19,393.7496337890625,398.76216623768994,392.21067573086674,396.1679629073655,12630833
2018-03-20,391.2432861328125,397.4869959374654,390.0341217346192,392.7822439861495,15192983
2018-03-21,394.36517333984375,396.76151805895245,392.78227616119017,393.4637886978802,14715126
2018-03-22,399.3117980957031,400.9826617944784,393.85955082567887,393.9694722069794,22129723
2018-03-23,393.04608154296875,395.728221801563,390.93553243556585,391.5950606869405,23469999
2018-03-26,396.2118835449219,397.6189064224407,392.4304710377456,393.0680443307231,13227705
2018-03-27,395.6402893066406,400.4549923552289,394.409140538242,398.89407945730454,15179544
2018-03-28,388.1214599609375,393.90350044850135,386.93427974844013,393.8815161732977,19160609
2018-04-02,392.6283264160156,396.14592760941275,389.79229640942697,392.6503106896868,12494499
2018-04-03,395.5303649902344,396.475718172684,389.24268619166367,391.7709658870762,13922126
2018-04-04,393.4857482910156,400.9166383628737,392.232615321624,397.7947834006433,14214534
2018-04-05,399.333740234375,400.1252034477274,397.2671597809828,397.97068589857395,8527915
2018-04-06,400.56494140625,403.86267098385076,397.9267694847711,399.24585544551053,9664888
2018-04-09,402.7633972167969,404.08251242890424,401.2464528798263,401.2464528798263,7813897
2018-04-10,403.22509765625,406.2370314163251,401.9499803418064,403.8186730872744,8455132
2018-04-11,409.2929382324219,410.12834070009694,402.7853872342242,405.31366696722233,13140816
2018-04-12,408.3475646972656,411.8431523766241,406.3689213009491,408.85320300777926,10822592
2018-04-13,412.8105163574219,414.0636494286388,408.34759096716544,410.10636238142484,12616816
2018-04-16,412.01910400390625,413.3162351385227,408.25970432558756,410.87589217030876,8934275
2018-04-17,415.1848449707031,416.4819758454091,411.55735169024786,413.3161523209842,9599816
2018-04-18,412.436767578125,416.92167706918997,411.1396366544429,415.62457549700974,7360987
2018-04-19,414.32745361328125,415.5146337526287,411.1176322253227,412.92040138394316,9802587
2018-04-20,407.9958190917969,414.12960823320816,405.0498673911544,412.43678962186937,7326696
2018-04-23,411.557373046875,415.228835066044,408.2596437067435,408.9191719638684,7674482
2018-04-24,426.52911376953125,429.013425149331,411.1176951693046,411.4694729562481,19921115
2018-04-25,426.7269592285156,431.69552279157006,423.67105694467574,428.1119979069819,14079382
2018-04-26,428.8594970703125,434.4216654685655,423.09944084321853,427.82620678159736,34096999
2018-04-27,438.0711669921875,444.53471994533214,433.3224168389882,435.2131231902759,25518647
2018-04-30,423.5611267089844,436.4442638257751,422.11010588427666,431.78348021065676,19406069
2018-05-02,427.6943054199219,430.5523199353733,424.33059386541703,425.1880099606535,13381914
2018-05-03,422.8136291503906,429.98070807246245,421.78033890105667,429.98070807246245,8634812
2018-05-04,419.4499816894531,424.176718485862,417.71316516392886,423.3632709136858,8302649
2018-05-07,426.9468078613281,427.9361296028641,420.50523907942835,421.6044821976347,7683268
2018-05-08,425.23199462890625,431.7835144308885,424.3965627774853,429.80487085965603,10792648
2018-05-09,429.453125,432.7948233025033,423.0994925642026,424.70440355736537,9831044
2018-05-10,431.4096984863281,432.92667206546025,428.37578067956395,430.90406019428417,8781584
2018-05-11,434.9712829589844,435.8726382057994,429.91475310958987,431.4536816629702,8774740
2018-05-14,433.80609130859375,436.15849689669636,429.4530872516334,436.15849689669636,5642499
2018-05-15,430.4423522949219,439.6979954408977,429.43104638001597,432.2451213935584,10501479
2018-05-16,420.417236328125,428.26585675676756,418.7903707423629,428.26585675676756,18840763
2018-05-17,415.6685485839844,422.11011731684533,413.97570069314287,421.824321739678,10353948
2018-05-18,410.6120300292969,419.25208522362976,409.7985824738615,415.77848159557163,11440117
2018-05-21,409.51275634765625,411.425446901046,405.4455482253105,409.24894505794754,14491208
2018-05-22,407.4902038574219,410.6780121275241,406.72072479870616,410.30427941259325,11310073
2018-05-23,401.1145324707031,407.1603840239931,399.75144875844427,407.1603840239931,9991028
2018-05-24,402.6974792480469,404.9619184876834,400.19121296080937,401.88403164552074,11632489
2018-05-25,404.8739318847656,406.0171435033568,402.08187033713955,402.7633828425202,17782410
2018-05-28,404.6980895996094,407.6001020993911,403.686783547481,406.6767331516649,11369679
2018-05-29,403.4009704589844,408.0397699209851,402.05990032352247,405.1817554488862,17878384
2018-05-30,402.8073425292969,405.92919747524854,398.6302130854391,402.2577356822106,13105124
2018-05-31,405.1158752441406,405.5335765468081,402.1259252336825,404.9619559390188,37080158
2018-06-01,409.1610412597656,411.44746465964994,403.8406703753189,404.5222122806992,19174278
2018-06-04,413.6899108886719,415.0749495950042,409.16103273512294,410.41416578861435,12250151
2018-06-05,416.6798400878906,419.91161647940135,413.7558435379996,414.54730676795157,17436812
2018-06-06,419.6478576660156,420.3513545348371,414.48140577808334,416.39409659320154,9164022
2018-06-07,427.1007080078125,429.14530436580736,419.66981730657943,419.86767578932023,14999572
2018-06-08,432.8168029785156,433.7841111323126,422.37394890621266,424.9022287263294,14289325
2018-06-11,432.0693054199219,439.67607040391886,430.4863788391981,434.0259646939955,15018718
2018-06-12,438.4449462890625,439.69807944767933,431.03603937244503,432.3990939176506,16285583
2018-06-13,440.7972717285156,442.29226111637854,435.08121352889714,439.6980286381466,12962502
2018-06-14,443.19366455078125,444.88648313201196,434.15786307013644,438.57681989400896,11997529
2018-06-15,445.9417724609375,450.03096528434185,439.3682976970795,442.3362630706637,24705890
2018-06-18,446.5353698730469,448.68988763121666,442.77594125853454,443.56740454866923,12363932
2018-06-19,437.9612731933594,446.20561164199324,436.9059692248665,445.8098653159325,13881382
2018-06-20,448.1622314453125,449.76714228658346,437.433611307361,437.9392496522937,15735681
2018-06-21,453.7463684082031,455.5271532789503,449.06357135773834,450.00892447730166,22988909
2018-06-22,445.19427490234375,452.53722816258426,443.4134899365319,452.1854504134907,35370008
2018-06-25,441.6546936035156,446.953050652031,440.70934042415786,444.7105958922529,11369371
2018-06-26,430.4423522949219,442.3361962694999,428.8154867327251,442.3361962694999,17649122
2018-06-27,427.5212097167969,436.17475776935953,426.12688301200467,433.1205591247422,19595831
2018-06-28,418.2701416015625,428.69424861566904,416.2118776803641,425.8170994633865,18770484
2018-06-29,430.442626953125,431.79269130556816,420.06278286054453,420.10704532798803,17425606
2018-07-02,425.1973876953125,430.3983754914588,423.6039092788918,430.3983754914588,14570004
2018-07-03,429.9336242675781,433.0984794484109,425.0867361670919,427.1450000737451,11084063
2018-07-04,438.2552185058594,439.0962349919258,429.80085027017634,430.1549500336946,10938521
2018-07-05,426.9236755371094,446.35546030550455,424.3121308417971,441.30939123835054,40946479
2018-07-06,432.7001037597656,435.1124673438082,426.9236744411174,427.03433061032035,20039239
2018-07-09,441.3536376953125,442.63727876250505,435.33376500734437,436.9272728855685,11309207
2018-07-10,454.0130615234375,455.252440135157,442.63728258968735,443.8545299681209,22846197
2018-07-11,459.8116455078125,460.74118690119207,450.538392356147,453.7032475214379,18953870
2018-07-12,479.0885009765625,486.4584091561324,461.4936666241952,462.2682894064279,52736376
2018-07-13,486.8125,490.88476515910867,478.04826559542386,478.26960747836455,39301408
2018-07-16,476.3663024902344,490.8405441035162,474.97197556521667,486.81254107161766,14427529
2018-07-17,483.51483154296875,485.10830981860164,473.44482535470144,477.2957779713499,14150770
2018-07-18,483.6033630371094,488.937137840134,476.85313025017547,486.1927763505536,10241565
2018-07-19,489.0478210449219,493.54057970862004,480.8590281363584,483.9353582855338,11885426
2018-07-20,499.5826416015625,503.94258356066035,492.16844145922533,492.8324080601286,17538801
2018-07-23,495.8865661621094,500.09161892617885,492.69960928487313,500.09161892617885,12779803
2018-07-24,491.7479248046875,498.74157205480844,490.1765480908057,496.6390752711268,9775749
2018-07-25,493.6069641113281,497.0816859521699,488.7601057972345,491.32738797163836,13014255
2018-07-26,491.6150817871094,496.41773661036893,490.3535719647022,491.3716382253252,14053674
2018-07-27,500.1138000488281,503.4557052518658,492.27910630153576,495.5324865625892,14610585
2018-07-30,509.652587890625,512.2641325666103,499.29487502620094,500.1801243755461,30344461
2018-07-31,524.9677734375,526.9153809461602,507.77136298220756,509.4754973915056,30350826
2018-08-01,527.778564453125,532.4484024548143,524.702234357026,526.915416799906,21227054
2018-08-02,517.1552124023438,527.4022972477499,516.0929133280641,527.4022972477499,13668930
2018-08-03,520.9620361328125,523.8613167444269,517.6864949546758,520.0988883654771,14536058
2018-08-06,527.8892822265625,529.3942061942307,520.253799380158,520.8513131725515,8785462
2018-08-07,524.171142578125,531.7845241149437,520.9841264153655,528.9073452550091,8879612
2018-08-08,538.99951171875,541.1241695701573,524.5252690256458,524.5252690256458,17307566
2018-08-09,539.110107421875,545.196344330461,536.476402010622,540.6814545371221,14976885
2018-08-10,533.0238037109375,537.8043273307189,532.1828168559637,536.0337695932534,7833494
2018-08-13,525.7203369140625,531.1426369232181,523.507154442885,530.080278607436,10211072
2018-08-14,535.8567504882812,538.7781325107724,524.2153666760712,526.7383864812343,11592139
2018-08-16,531.5188598632812,538.2469915795908,529.1728898946021,532.6033790044269,13086024
2018-08-17,532.82470703125,537.9814325957946,531.186936523282,535.1485162859524,8379864
2018-08-20,546.6129150390625,547.4539020795576,534.5510062590463,534.6616919962993,16639535
2018-08-21,552.0572509765625,553.9605963018237,543.1159955616758,547.6530465225219,15923396
2018-08-23,561.9059448242188,563.9199166673336,548.162064380408,551.658858450267,17429373
2018-08-24,565.4691162109375,566.5535761373131,557.7451093330017,560.0468165790594,14550512
2018-08-27,571.666015625,573.5914622985424,566.0224038969507,566.3100803565542,12188510
2018-08-28,583.838623046875,585.6091808781202,573.2153351548222,573.6579598387789,19018790
2018-08-29,572.8612060546875,588.2650186194802,571.090707226938,582.6435075551111,24230135
2018-08-30,564.1190795898438,574.1669544597751,562.3485219230006,572.5955483345114,21545859
2018-08-31,549.6006469726562,562.1493822055606,547.3653036011001,562.1493822055606,33479841
2018-09-03,544.0676879882812,556.7935328284533,542.69549225871,551.0834966452451,26686176
2018-09-04,549.7334594726562,555.4213348490787,544.0013216243439,546.7234931932902,19333815
2018-09-05,543.1160278320312,554.4696772047962,534.9272339284342,549.9768884474632,22584608
2018-09-06,558.3426513671875,560.2459965298393,542.3855889134629,544.5102464095141,24487897
2018-09-07,565.9560546875,567.1733021176628,555.2885043132686,559.8919192232029,23389269
2018-09-10,555.8861083984375,565.2478869312699,553.340927676357,564.3625784170837,15440786
2018-09-11,547.85205078125,561.4410392269359,546.3249664132353,557.2802499315071,23787332
2018-09-12,554.4031372070312,557.1474687637203,543.9347406162751,554.0932408982546,17642490
2018-09-14,554.6908569335938,564.6280456958488,552.2563624002771,557.457349483421,17233514
2018-09-17,542.6290893554688,553.6286379041651,540.7257440969619,553.6286379041651,14773803
2018-09-18,538.7560424804688,548.6047680603691,537.516693197136,542.6734192038545,16660044
2018-09-19,535.923095703125,541.7880203228374,531.607416524799,541.7880203228374,24642640
2018-09-21,538.910888671875,547.7193557926669,523.8612365552019,539.5748256622617,41713856
2018-09-24,545.3512573242188,548.82594937841,533.1565644174077,537.5608273075529,22098277
2018-09-25,544.70947265625,551.0834453269367,528.951561303614,546.878392681093,21250513
2018-09-26,553.916259765625,555.0449821591765,543.1823461846037,548.4275959714746,13992341
2018-09-27,554.9564819335938,559.0509078246089,547.7636242912354,555.5097923127173,23642923
2018-09-28,556.8155517578125,562.9018475967209,552.1014514445271,557.6786993825865,24220992
2018-10-01,545.1962890625,556.7048838080634,532.9352324594645,556.7048838080634,16039441
2018-10-03,533.4221801757812,548.6932041353247,531.1868960326858,544.2225767537168,16135428
2018-10-04,496.74969482421875,526.915423306167,489.55683702218835,526.5170610987046,50774608
2018-10-05,464.2601013183594,493.67333663354873,459.5238698269349,486.6796898804231,47998260
2018-10-08,491.06182861328125,494.4258648450093,453.9466852504677,464.7691837675426,53983473
2018-10-09,482.49676513671875,497.2144483003737,478.5794188244638,496.4840880859601,24042005
2018-10-10,487.83056640625,493.91683291284284,479.9516108884304,484.2009259167395,20784941
2018-10-11,481.5008544921875,493.42991434329895,461.67070791989903,470.9660918957569,28926389
2018-10-12,498.6530456542969,499.73750566790204,487.74205181625126,489.092086637831,19814528
2018-10-15,504.4958801269531,507.66073530336155,494.93492089423233,500.1358791922086,19406012
2018-10-16,515.1412963867188,516.7347451698961,504.60647485877587,507.262341021569,16358598
2018-10-17,509.60833740234375,522.0242848435612,504.60650117471573,521.8693957514935,27967162
2018-10-19,487.4764404296875,491.7700475018947,473.73256019501423,486.9010283540417,55606079
2018-10-22,470.3685302734375,493.4520573561572,468.0225603769544,491.3273997993972,28798142
2018-10-23,466.84954833984375,471.2759130683031,461.95839817722594,465.9864007172986,23128845
2018-10-24,462.8880310058594,476.2556823123393,456.53618868242484,475.79089678629776,29869514
2018-10-25,456.2705078125,460.63050852172944,449.896535320371,458.5722447244144,30833933
2018-10-26,462.5116882324219,467.86762393617505,452.37531752942397,457.20004454263693,20085933
2018-10-29,481.5008544921875,484.1787928343291,462.9986114742478,462.9986114742478,16781215
2018-10-30,467.8676452636719,480.4828032954299,465.6986956749193,480.4828032954299,19263668
2018-10-31,469.7488098144531,471.784942364411,463.44123106576563,468.75287477267574,35999348
2018-11-01,467.5356750488281,472.69240064888663,464.7692115212689,472.69240064888663,20552752
2018-11-02,475.7908020019531,478.4909010289118,470.5898145896325,472.2939785994359,36739798
2018-11-05,482.60748291015625,483.6698117450583,471.4087528995298,475.14904983069204,16585905
2018-11-06,488.7158508300781,492.2126744103127,483.18286509903413,484.24519386814285,18886485
2018-11-07,491.6372375488281,493.54058276769933,489.8667092816277,493.54058276769933,2808599
2018-11-09,484.0017395019531,493.00941737855555,480.2614724335663,489.66751250930923,23712291
2018-11-12,478.0482482910156,486.3698281761939,475.6358848288891,485.88294105630706,12690610
2018-11-13,486.6575622558594,488.2289093220157,473.6440133349889,475.3924398100861,14899604
2018-11-14,485.99359130859375,492.5003509359988,480.4827666892778,489.1363149600316,17034346
2018-11-15,485.5067138671875,488.228914608546,480.92540091962326,485.5509763329752,14943663
2018-11-16,499.029296875,500.1580193355547,485.6173852021472,485.993616173096,24131016
2018-11-19,509.0329284667969,509.785390436092,500.6228230165289,501.4638099233881,15987574
2018-11-20,503.4555969238281,511.6443886770833,500.1800565843624,506.8196621862303,12511640
2018-11-21,492.6109924316406,507.0409987769315,490.02157921632835,503.4998834990643,16422494
2018-11-22,488.16259765625,498.12194950131465,486.9453501080115,493.319323469768,12670591
2018-11-26,491.21673583984375,494.6471656942796,485.7501733968261,490.88476733552335,13969873
2018-11-27,499.3833923339844,500.1801167362265,489.31338566189805,490.3978456459913,14896607
2018-11-28,510.2059326171875,512.4633777053549,498.5424466298489,501.26461810998876,17507771
2018-11-29,517.2217407226562,522.2677805414729,513.4593125460436,513.9019372502519,27640198
2018-11-30,516.8011474609375,524.9677789775235,514.4772794365788,518.9036440678603,23443212
2018-12-03,511.887939453125,520.0545716674077,508.36892549379166,520.0545716674077,12182825
2018-12-04,510.0508728027344,512.573892161437,505.58024607520326,512.573892161437,11358720
2018-12-05,511.3124084472656,512.9280769901476,504.29660122667514,506.26636947361516,12729759
2018-12-06,497.36944580078125,508.590247631458,494.9791838295669,508.590247631458,12831451
2018-12-07,501.8621826171875,503.2564799606335,490.5970590522248,499.9367356372707,15779984
2018-12-10,482.5853271484375,493.23074619157273,479.4204720397295,491.3274009700011,20521072
2018-12-11,485.8165588378906,487.8305601586093,466.98234748758017,471.8513369923307,29518062
2018-12-12,491.5487060546875,492.8766391720069,481.4787287925514,486.45837456551925,27572962
2018-12-13,490.0216064453125,499.29485901164674,484.7099627810662,499.29485901164674,20337275
2018-12-14,492.3012390136719,493.4963552817547,483.2714289747968,488.2732359504635,15795834
2018-12-17,500.1358337402344,501.5080292498539,491.9913333510003,493.961072137774,11077711
2018-12-18,503.0130310058594,504.16385513832273,495.9750624295153,497.2144705906611,12841994
2018-12-19,503.1900939941406,507.8377713026574,501.596586058375,505.2704890755681,16118419
2018-12-20,499.4940490722656,501.2867084210237,494.0495886865368,496.1963477490829,12609700
2018-12-21,486.9895324707031,500.7334121178466,485.1304498257496,497.96691938314893,18115814
2018-12-24,482.098388671875,488.31744243820066,480.94753500685727,487.299376171334,9065704
2018-12-26,486.1706237792969,486.9009839718279,471.69638460488085,480.61553689376444,15771193
2018-12-27,495.8422546386719,498.85222043678067,488.671558052731,490.0879864744526,27294221
2018-12-28,498.2104187011719,502.50399626800674,496.2849127090147,498.1882579195662,16768547
2018-12-31,496.30706787109375,501.8843160362173,494.0717541773984,500.6006453893138,15799099
2019-01-01,496.19635009765625,498.98500354776144,491.37162328363314,498.0775934791784,9746670
2019-01-02,489.7339172363281,498.8522514846727,487.343655344541,493.31926575244586,15628818
2019-01-03,483.6919250488281,493.36354038015054,482.5189400816617,490.22081646225075,16288287
2019-01-04,486.303466796875,488.8707786063825,478.535196761192,485.7501859420517,18516544
2019-01-07,489.0035705566406,495.06770606812256,487.3436688813243,489.9995056522885,12060290
2019-01-08,488.9592590332031,491.30522873951855,485.1304376755269,489.15844012280803,12304389
2019-01-09,491.65936279296875,494.425855651597,486.32558772693704,492.21267318377784,12614237
2019-01-10,490.22076416015625,491.7700094933411,488.2288941876079,490.33142031999716,8925160
2019-01-11,486.0378723144531,493.0094176370213,481.85495103045383,490.26505606504674,14139060
2019-01-14,485.484619140625,487.12236004562834,480.8811746140079,484.6878651488265,8994060
2019-01-15,500.0252685546875,501.0654661570828,489.11424457328434,489.11424457328434,22011407
2019-01-16,502.7916564941406,506.81965865046504,500.3350012566799,502.3932352482971,13961606
2019-01-17,502.14984130859375,508.10329031075617,500.18007306524106,506.5762057920811,16379077
2019-01-18,524.2374877929688,526.6941435340066,502.5040239545783,508.5017364096409,56181172
2019-01-21,547.85205078125,548.8479856465474,526.1406943559281,528.5088245319836,48206814
2019-01-22,546.7234497070312,551.9465982608722,539.8404290416297,545.7054129345357,36207430
2019-01-23,542.80615234375,550.7293708515431,540.9028070392636,545.9045843376497,19313542
2019-01-24,552.16796875,554.7131495923924,540.0618573513148,542.2307776252353,28775487
2019-01-25,551.5260620117188,559.8033797795792,546.8341222864655,553.4958304499542,18703992
2019-01-28,544.24462890625,555.9302737653469,541.0797741438378,553.5178808774523,18744303
2019-01-29,535.8788452148438,545.1742589755294,531.7623174984154,544.8865233857091,20405845
2019-01-30,529.2614135742188,542.2307307181926,527.2252808955305,537.8043656072043,17164298
2019-01-31,543.182373046875,544.3110954962458,531.6074129717023,532.0500376390211,22279301
2019-02-01,553.2745361328125,555.5098796864428,543.1381933253141,546.2145238749713,20187323
2019-02-04,571.4004516601562,574.0784193450475,549.7776177383931,551.9686392293681,25528059
2019-02-05,571.6881713867188,577.3761052108845,565.9560341911196,571.8873820352513,20479210
2019-02-06,579.9655151367188,583.2410560216659,572.8833428361716,573.7685922129579,20586783
2019-02-07,571.1791381835938,584.8123314865187,569.2757931615276,579.9654440045323,20150710
2019-02-08,565.5577392578125,575.6498783770401,563.1453458844361,568.7004338733668,14230054
2019-02-11,554.7351684570312,564.8052045928157,553.7392334148291,564.7609421263937,16457901
2019-02-12,556.1294555664062,563.189525666057,553.9605356558238,553.9605356558238,13998153
2019-02-14,541.8765258789062,549.3128564552972,539.1321939259117,549.3128564552972,14496604
2019-02-15,550.8399658203125,553.2523589386116,537.3616603663344,544.3332058212081,20994460
2019-02-18,540.061767578125,554.4032201240432,537.8043227333932,553.2965993868063,21106139
2019-02-19,538.2911987304688,548.7374358904422,536.1222788619095,539.1321855608721,13658461
2019-02-20,546.3692626953125,548.8701804018691,539.5747680518498,541.7215860680074,13776558
2019-02-21,551.9244384765625,556.7492248237998,544.1561684297326,547.0997112247437,23142949
2019-02-22,545.4840698242188,551.2162068932724,542.673314598179,550.9063696321634,19152470
2019-02-25,545.4619140625,550.1981752407047,540.3051890023434,547.0996844102749,17176522
2019-02-26,540.1281127929688,546.568508156536,533.8205639171774,535.3697501614166,22160532
2019-02-27,541.566650390625,551.0391128042148,535.1484160679546,543.5806810693128,24308835
2019-02-28,544.90869140625,548.8039072567752,542.9168210075819,546.1038372836208,24688859
2019-03-01,542.6953735351562,549.9103912857396,541.0133999644827,547.5422609049652,17329606
2019-03-05,547.8301391601562,548.7818118970608,539.3978719497628,541.5225297931514,15577500
2019-03-06,559.8475952148438,563.5214978834231,546.70128895691,548.7816838409304,26332276
2019-03-07,562.260009765625,566.4871638440499,556.9040741791548,559.4935170418076,17738092
2019-03-08,560.8657836914062,564.1191639460266,558.6083385798502,560.4009981991971,13211934
2019-03-11,577.2432861328125,580.7400799174743,561.2640637135738,562.1714737819083,21258869
2019-03-12,589.30517578125,590.4781607218365,581.7360574304449,582.9090423710314,24561597
2019-03-13,596.3651733398438,601.9866242361073,587.8665442066667,591.8060215375222,24577591
2019-03-14,593.820068359375,602.8720089653071,591.4076752180963,597.4497089144025,22753310
2019-03-15,585.0115966796875,601.4555465859182,580.3860210833575,595.3471487793354,34764353
2019-03-18,597.58251953125,601.079372818546,588.26500375624,589.1502531477479,22104063
2019-03-19,609.3124389648438,610.8395237390288,594.5061994229327,601.9867341954044,21448030
2019-03-20,608.825439453125,614.3805267326183,603.7572393047114,609.8656369626848,21639437
2019-03-22,593.9085693359375,611.2378271135251,591.6732852516752,607.5196617727818,25078643
2019-03-25,586.2509765625,591.7397001118269,582.8205465049533,588.9732071022316,17394088
2019-03-26,605.19580078125,607.1212474376593,588.7075312750372,588.8403186618444,20734876
2019-03-27,597.2283935546875,609.9320763376186,595.0152110776627,609.9320763376186,22079870
2019-03-28,601.9866943359375,606.3245934275687,594.3733726565703,597.6710151211328,22930248
2019-04-01,616.0846557617188,622.7020415427161,603.1153998752498,606.4130419241452,22088854
2019-04-02,615.133056640625,621.0644045184021,610.8837416081006,618.806959600837,17526740
2019-04-03,608.71484375,621.0201646238312,607.2983856558683,616.4831138425319,17169813
2019-04-04,598.9103393554688,612.4771678327015,596.3429984151883,610.3967730610038,18320845
2019-04-05,599.2865600585938,603.7129245119522,594.4618334416068,602.4071523167985,14717266
2019-04-08,588.3756103515625,600.8801417011313,585.9190138260517,600.2162046801037,19081843
2019-04-09,590.6773071289062,593.4437406042086,584.7237990427792,588.2206517980837,20774977
2019-04-10,589.3272705078125,596.6750764335661,587.1583505228762,592.2265507481526,16651949
2019-04-11,596.1439819335938,598.888314244937,588.2650256739382,590.0134228350183,12558520
2019-04-12,594.506103515625,600.6145007223635,591.65108599662,597.5602725712885,12948769
2019-04-15,593.2003784179688,597.0955936790656,590.9207727394057,595.347137600993,9285737
2019-04-16,594.7938842773438,601.9866828312216,593.1339531383726,595.3471355615848,17360317
2019-04-18,613.47314453125,615.1551181712927,604.1998923495519,608.6262569615424,39286534
2019-04-22,595.5021362304688,605.085227013863,593.7094175338176,601.9867358910117,23607922
2019-04-23,603.6908569335938,607.7409611357401,595.7898000746608,596.67504937718,19807450
2019-04-24,615.0444946289062,617.3904643392481,604.7531466235507,606.5458650761914,16101112
2019-04-25,607.4754638671875,625.180984035765,603.1376235404474,614.8675328682084,30469914
2019-04-26,616.505126953125,617.8994831602779,606.7228863920471,608.6262313685243,15069884
2019-04-30,616.505126953125,618.0986346931494,604.9965912649715,618.0986346931494,22348580
2019-05-02,621.9276123046875,625.8449296649861,611.7690500980633,616.1511529555673,18992003
2019-05-03,623.6095581054688,627.4384094458284,620.8652259081734,623.2111958810029,14240262
2019-05-06,613.0084228515625,620.9316411509761,609.9984567813605,618.8069835524767,15832114
